<<< Spectrum Data for LSA Series Signal Analyzer >>>
                  (c) Copyright 2008, Aeroflex.Ltd 2.002
*** Spectrum Infomation ***
Center,488973256,Hz
Span,19245283,Hz
RBW,200000,Hz
VBW,200000,Hz
Sweep,10000,msec
*** Spectrum Trace ***
Num,TraceA(Hz),TraceA(dBm),TraceB(Hz),TraceB(dBm),TraceC(Hz),TraceC(dBm)
0356,486196382,-78.92,0,0.00,0,0.00
0357,486215666,-88.47,0,0.00,0,0.00
0358,486234949,-83.10,0,0.00,0,0.00
0359,486254233,-77.73,0,0.00,0,0.00
0360,486273517,-92.68,0,0.00,0,0.00
0361,486292801,-74.47,0,0.00,0,0.00
0362,486312085,-81.54,0,0.00,0,0.00
0363,486331369,-88.60,0,0.00,0,0.00
0364,486350653,-78.80,0,0.00,0,0.00
0365,486369936,-88.13,0,0.00,0,0.00
0366,486389220,-83.53,0,0.00,0,0.00
0367,486408504,-78.93,0,0.00,0,0.00
0368,486427788,-86.98,0,0.00,0,0.00
0369,486447072,-78.87,0,0.00,0,0.00
0370,486466356,-70.77,0,0.00,0,0.00
0371,486485640,-85.91,0,0.00,0,0.00
0372,486504923,-75.73,0,0.00,0,0.00
0373,486524207,-80.84,0,0.00,0,0.00
0374,486543491,-85.94,0,0.00,0,0.00
0375,486562775,-76.56,0,0.00,0,0.00
0376,486582059,-92.70,0,0.00,0,0.00
0377,486601343,-85.93,0,0.00,0,0.00
0378,486620627,-79.16,0,0.00,0,0.00
0379,486639910,-85.48,0,0.00,0,0.00
0380,486659194,-78.45,0,0.00,0,0.00
0381,486678478,-85.54,0,0.00,0,0.00
0382,486697762,-92.62,0,0.00,0,0.00
0383,486717046,-76.14,0,0.00,0,0.00
0384,486736330,-89.46,0,0.00,0,0.00
0385,486755613,-83.74,0,0.00,0,0.00
0386,486774897,-78.03,0,0.00,0,0.00
0387,486794181,-87.78,0,0.00,0,0.00
0388,486813465,-78.73,0,0.00,0,0.00
0389,486832749,-83.82,0,0.00,0,0.00
0390,486852033,-88.92,0,0.00,0,0.00
0391,486871317,-76.84,0,0.00,0,0.00
0392,486890600,-91.15,0,0.00,0,0.00
0393,486909884,-84.78,0,0.00,0,0.00
0394,486929168,-78.42,0,0.00,0,0.00
0395,486948452,-92.08,0,0.00,0,0.00
0396,486967736,-76.63,0,0.00,0,0.00
0397,486987020,-86.30,0,0.00,0,0.00
0398,487006304,-95.97,0,0.00,0,0.00
0399,487025587,-76.79,0,0.00,0,0.00
0400,487044871,-87.83,0,0.00,0,0.00
0401,487064155,-80.43,0,0.00,0,0.00
0402,487083439,-73.04,0,0.00,0,0.00
0403,487102723,-88.19,0,0.00,0,0.00
0404,487122007,-83.18,0,0.00,0,0.00
0405,487141290,-78.17,0,0.00,0,0.00
0406,487160574,-89.15,0,0.00,0,0.00
0407,487179858,-79.85,0,0.00,0,0.00
0408,487199142,-82.52,0,0.00,0,0.00
0409,487218426,-85.19,0,0.00,0,0.00
0410,487237710,-76.83,0,0.00,0,0.00
0411,487256994,-92.70,0,0.00,0,0.00
0412,487276277,-85.68,0,0.00,0,0.00
0413,487295561,-78.66,0,0.00,0,0.00
0414,487314845,-88.50,0,0.00,0,0.00
0415,487334129,-76.35,0,0.00,0,0.00
0416,487353413,-78.70,0,0.00,0,0.00
0417,487372697,-81.05,0,0.00,0,0.00
0418,487391981,-78.95,0,0.00,0,0.00
0419,487411264,-89.91,0,0.00,0,0.00
0420,487430548,-83.04,0,0.00,0,0.00
0421,487449832,-76.17,0,0.00,0,0.00
0422,487469116,-88.90,0,0.00,0,0.00
0423,487488400,-74.69,0,0.00,0,0.00
0424,487507684,-80.11,0,0.00,0,0.00
0425,487526967,-85.53,0,0.00,0,0.00
0426,487546251,-76.72,0,0.00,0,0.00
0427,487565535,-93.38,0,0.00,0,0.00
0428,487584819,-85.91,0,0.00,0,0.00
0429,487604103,-78.44,0,0.00,0,0.00
0430,487623387,-87.64,0,0.00,0,0.00
0431,487642671,-74.83,0,0.00,0,0.00
0432,487661954,-80.88,0,0.00,0,0.00
0433,487681238,-86.92,0,0.00,0,0.00
0434,487700522,-76.91,0,0.00,0,0.00
0435,487719806,-92.64,0,0.00,0,0.00
0436,487739090,-84.19,0,0.00,0,0.00
0437,487758374,-75.73,0,0.00,0,0.00
0438,487777658,-84.05,0,0.00,0,0.00
0439,487796941,-78.62,0,0.00,0,0.00
0440,487816225,-83.01,0,0.00,0,0.00
0441,487835509,-87.39,0,0.00,0,0.00
0442,487854793,-78.57,0,0.00,0,0.00
0443,487874077,-87.36,0,0.00,0,0.00
0444,487893361,-96.15,0,0.00,0,0.00
0445,487912644,-80.18,0,0.00,0,0.00
0446,487931928,-88.93,0,0.00,0,0.00
0447,487951212,-85.70,0,0.00,0,0.00
0448,487970496,-82.47,0,0.00,0,0.00
0449,487989780,-93.92,0,0.00,0,0.00
